"Workshop","Workstream","BusinessOwner","Priority","FitGapDecision","DecisionStatus","ScopeItem","TestScript","TenantEvidence","OpenQuestions","KeyValidation","RiskFlag","FollowUpAction","ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","SourceValidationStatus","SourceFile"
"P2P controls and analytics","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Contract leakage","F0572","Off-Contract Spend","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Contratos","F1600A","Manage Purchase Contracts (Version 2)","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-SQ-CON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P invoice verification and finance handoff","Source-to-Pay / Procure-to-Pay","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","ERS","MRRL","Create Evaluated Receipt Settlement","SAP GUI","Other","S32PCE","Si","Without Catalog Assignment","MM-IV-LIV","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P controls and analytics","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Global spend analytics","F3679","Global Purchasing Spend","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PUR_CNTRL_ANA","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods movement fallback","MIGO","Goods Movement, Post Goods Movement","SAP GUI","Other","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-IM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods receipt","F0843","Post Goods Receipt for Purchasing Document","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods receipt sin referencia","F3244","Post Goods Receipt without Reference","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P invoice verification and finance handoff","Source-to-Pay / Procure-to-Pay","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","GR/IR clearing","MR11","Clear GR/IR Accounts, Clear GR/IR Clearing Account","SAP GUI","Other","S32PCE","Si","SAP_SFIN_BC_IA_PER_GRIR","MM-IV-CA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Info records","F1982","Manage Purchasing Info Records","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-IR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitor supplier confirmations","F2359","Monitor Supplier Confirmations","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo PO","F2358","Monitor Purchase Order Items","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo PR","F2424","Monitor Purchase Requisition Items","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo scheduling agreements","F3143","Monitor Scheduling Agreement Items","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Pedido de compra","F0842A","Manage Purchase Orders (Version 2)","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-FIO-PUR-PO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Physical inventory","F0379A","Manage Physical Inventory Documents","Transactional, Fact sheet","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_PI_MANAGE","MM-FIO-IM-PI","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Procesamiento de requisiciones","F1048A","Process Purchase Requisitions ( Version 2 )","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-FIO-PUR-REQ-SOC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Procesamiento fallback","ME57","Assign and Process Purchase Requisitions","SAP GUI","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Procurement overview","F1990","Procurement Overview Page","Transactional, Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PRC_OVP","MM-PUR-HBA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Master Data Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Product master","F1602","Manage Product Master","Transactional","Master Data Specialist - Product Data","S32PCE","Si","SAP_CMD_BC_PR_MAINT","LO-MD-MM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Quota arrangements","F1877","Manage Quota Arrangements","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-PUR-SQ-QTA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion autoservicio","F1639A","My Purchase Requisitions - New","Transactional","Employee - Procurement","S32PCE","Si","SAP_PRC_BC_SSPPR_EMPLOYEE","MM-FIO-PUR-REQ-SSP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion autoservicio","F1643A","Create Purchase Requisition - New","Transactional","Employee - Procurement","S32PCE","Si","SAP_PRC_BC_SSPPR_EMPLOYEE","MM-FIO-PUR-REQ-SSP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion fallback","ME51N","Create Purchase Requisition - Advanced","SAP GUI","Other","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion profesional","F2229","Manage Purchase Requisition Professional","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-FIO-PUR-REQ-PRF","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","RFQ","F2049","Manage RFQs","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-RFQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Scheduling agreements","F2179","Manage Scheduling Agreement","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-SQ-SCH","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P controls and analytics","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Service entry","F2027","Manage Service Entry Sheets - Lean Services","Transactional","Employee - Procurement","S32PCE","Si","SAP_PRC_BC_PURCHASER_SES","MM-PUR-SVC-SES","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Source list","F1859","Manage Source Lists","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-SQ-SL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Edition/scope validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Sourcing comparison","F4863","Compare Supplier Quotations (Sourcing Project)","Transactional","Sourcing Manager","S32PCE","No / validar","SAP_PRC_BC_PURCHASER_SRC","MM-PUR-SRC-SPQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Edition/scope validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Sourcing project","F4861A","Manage Sourcing Projects (Version 2)","Transactional","Sourcing Manager","S32PCE","No / validar","SAP_PRC_BC_PURCHASER_SRC","MM-PUR-SRC-SP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this app available for the target edition, scope item and tenant roles?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Edition/scope validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Sourcing quotation","F4862","Manage Supplier Quotations (Sourcing Project)","Transactional","Sourcing Manager","S32PCE","No / validar","SAP_PRC_BC_PURCHASER_SRC","MM-PUR-SRC-SPQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P controls and analytics","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Spend analytics","F0683","Purchasing Spend","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Stock analytics","F1076","Stock - Single Material","Analytical","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MANAGE","MM-FIO-IM-SGM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Stock management","F1062","Manage Stock","Transactional","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MANAGE","MM-FIO-IM-SGM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
