"ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","ValidationStatus","SourceFile"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Pedido de venta","F1873","Manage Sales Orders","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Pedido de venta","F3893","Manage Sales Orders - Version 2","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-FIO-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Pedido fact sheet","F1814","Sales Order (S/4HANA)","Fact sheet","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SO_DISPL","SD-FIO-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Pedido fallback","VA01","Create Sales Orders, Create Sales Orders - VA01","SAP GUI","Other","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-SLS","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Pedido fallback","VA02","Change Sales Orders, Change Sales Orders - VA02","SAP GUI","Other","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-SLS","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Pedido fallback","VA03","Display Sales Orders, Display Sales Orders - VA03","SAP GUI","Other","S32PCE","Si","SAP_SD_BC_SO_DISPL","SD-SLS","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Picking","F0868","Pick Outbound Delivery","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO-NAT","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Precio esperado","F2713","Manage Sales Documents with Customer-Expected Price","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SO_PROC_OP","SD-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Preliminary billing","F2875","Manage Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_PRE_BIL_DOC","SD-BIL-PBD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Preliminary billing","F2876","Create Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_PRE_BIL_DOC","SD-BIL-PBD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Preliminary billing jobs","F4563","Schedule Creation of Preliminary Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_SCHEDULE","SD-BIL-PBD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Receivables","F0106A","Process Receivables (Version 2)","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FIN-FIO-CCD-COL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Revenue accounting","F3882","Revenue Schedule","Transactional","Revenue Accountant","S32PCE","Si","SAP_SFIN_BC_FARR_RA_CONTRT","FI-RA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Revenue issue","F4185","Manage Revenue Recognition Issues - Sales Orders","Transactional","Cost Accountant - Sales","S32PCE","Si","SAP_SFIN_BC_SA_PER_SAO","CO-PC-OBJ-EBR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Scheduling entrega","F2228","Schedule Delivery Creation","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-GF-JS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Total receivables","F1748","Total Receivables (S/4HANA)","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Plan-to-Produce","P2Produce","Actual costing","F6073","Display Actual Costing Result","Analytical","Cost Accountant - Inventory","S32PCE","Si","SAP_SFIN_BC_IA_AC_REP","CO-FIO-ACT","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","ATP production/planned orders","F3456","Schedule ATP Run for Production/Planned Orders","Transactional","Others","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-SFC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Batch management","F2462","Manage Batches","Transactional","Inventory Manager","S32PCE","Si","SAP_SCM_BC_BATCH_MGMT","LO-BM-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Costs by work center","F3331","Analyze Costs by Work Center/Operation","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_PB_REP","CO-FIO-OBJ-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Defects","F2929","Record Defects","Transactional","Quality Technician","S32PCE","Si","SAP_QM_BC_DEFECT","QM-QN-DEF","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","External requirements","F0250","Manage External Requirements","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Forecast to PIR","F2579","Schedule Copy Total Forecast Runs","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_FCDM_MAINTAIN","PP-MP-DEM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Goods movement fallback","MIGO","Goods Movement, Post Goods Movement","SAP GUI","Other","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-IM","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","GR process order","F6352","Post Goods Receipt for Process Order","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","GR production order","F3110","Post Goods Receipt for Production Order","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection lot analytics","F3239","Inspection Lot Analytics","Transactional, Analytical","Quality Manager","S32PCE","Si","SAP_QM_BC_ANALYTICS","QM-QC-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection lot detailed analytics","F3273","Inspection Lot Detailed Analytics","Transactional, Analytical","Quality Manager","S32PCE","Si","SAP_QM_BC_ANALYTICS","QM-QC-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection lots","F2343","Manage Inspection Lots","Transactional","Quality Technician","S32PCE","Si","SAP_QM_BC_INSPECTION_LOT","QM-FIO-IM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection lots fallback","QA32","Process Inspection Lots - Worklist","SAP GUI","Other","S32PCE","Si","SAP_QM_BC_INSP_LOT_MNTRG","QM-PT-BD","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection results","F1685A","Record Inspection Results (Version 2)","Transactional","Quality Technician","S32PCE","Si","SAP_QM_BC_RESULT_RECG","QM-FIO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection results fallback","QE51N","Record Inspection Results - Hierarchical Worklist","SAP GUI","Other","S32PCE","Si","SAP_QM_BC_RESULT_RECG","QM-IM-RR","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Inspection results table","F3365","Record Inspection Results in Table Form","Transactional","Quality Technician","S32PCE","Si","SAP_QM_BC_RESULT_RECG","QM-IM-RR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Internal requirements","F0270","Manage Internal Requirements","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Kanban board","F4630","Kanban Board","Transactional","Production Planner - Lean Manufacturing","S32PCE","Si","SAP_SCM_BC_KNBN_MNTRG","PP-KAB-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Kanban monitoring","F5723","Monitor Kanban Containers","Transactional","Production Supervisor - Lean Manufacturing","S32PCE","Si","SAP_SCM_BC_KNBN_MNTRG","PP-KAB-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Kanban status","F3717","Set Kanban Container Status","Transactional","Production Operator - Lean Manufacturing","S32PCE","Si","SAP_SCM_BC_KNBN_CNTNR_PROC","PP-KAB-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Material coverage","F0247A","Monitor Material Coverage (Version 2)","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Material coverage","F0251A","Manage Material Coverage (Version 2)","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Material coverage segments","F2101A","Monitor Material Coverage - Net and Individual Segments (Version 2)","Transactional","Production Planner","S32PCE","No / validar","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Material documents","F1077","Material Documents Overview","Analytical","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_PROCESS_OVP","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Material value chain","F4095","Display Material Value Chain","Analytical","Cost Accountant - Inventory","S32PCE","Si","SAP_SFIN_BC_IA_AC_REP","CO-FIO-ACT","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP analytics","F1426","Display MRP Key Figures","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP change request","F5416","Create MRP Change Requests","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_PLNG_EXT_PROCMT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP change request processing","F5725","Schedule Processing of MRP Change Requests","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_PLNG_EXT_PROCMT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP change request send","F5418","Schedule Sending of MRP Change Requests","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_PLNG_EXT_PROCMT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP master data","F1425A","Display MRP Master Data Issues","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP rescheduling","F5417","Schedule MRP Rescheduling Checks","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_PLNG_EXT_PROCMT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP responsibility","F4796","My Area of Responsibility - MRP Controller","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP run","F1339","Schedule MRP Runs","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_MRPRUN","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP situations","F3853","Detect MRP Situations","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","MRP to procurement","F4795","Hand Over Purchase Requisitions","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_MRPCOCKPIT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Order cost details","F4254","Order Costs Details - Event-Based","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_REP","CO-FIO-OBJ-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Order release jobs","F1719","Schedule Order Release Run","Transactional","Production Supervisor - Discrete Manufacturing","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-FIO-SFC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","PIR","F3445","Maintain PIRs","Transactional","Material Planner - External Procurement","S32PCE","Si","SAP_SCM_BC_FCDM_MAINTAIN","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","PIR fallback","MD61","Create PIRs","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_FCDM_MAINTAIN","PP-MRP","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","PIR fallback","MD62","Change PIRs","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_FCDM_MAINTAIN","PP-MRP","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","PIR fallback","MD63","Display PIRs","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_FCDM_MAINTAIN","PP-MRP","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","PIR reorganization","F2580","Schedule PIR Reorganizing Runs","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_FCDM_MAINTAIN","PP-MP-DEM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Planned order conversion","F4171","Convert Planned Orders","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_PLND_ORD_MGMT","PP-FIO-PLO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Planned order conversion jobs","F1718","Schedule Order Conversion Runs","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_PLND_ORD_MGMT","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Planned orders","F4170","Manage Planned Orders","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_PLND_ORD_MGMT","PP-FIO-PLO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Process confirmation fact sheet","F2266","Process Order Confirmation Object Page","Fact sheet","Production Supervisor - Process Manufacturing","S32PCE","Si","SAP_SCM_BC_MFG_CNF_OBJ_PGS","PP-FIO-PI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Process order fact sheet","F2263","Process Order Object Page","Fact sheet","Production Planner","S32PCE","Si","SAP_SCM_BC_MFG_ORD_OBJ_PGS","PP-FIO-PI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Process order operations","F5323","Manage Process Order Operations","Transactional","Production Supervisor - Process Manufacturing","S32PCE","Si","SAP_SCM_BC_PROC_ORD_MGMT","PP-FIO-PI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Process orders","F4587","Manage Process Orders","Transactional","Production Supervisor - Process Manufacturing","S32PCE","Si","SAP_SCM_BC_PROC_ORD_MGMT","PP-FIO-PI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Product costing errors","F5132","Manage Event-Based Posting Errors - Product Costing","Transactional","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_PED","CO-FIO-OBJ-CL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Product costing jobs","F3683","Schedule Product Costing Jobs","Transactional","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_PED","CO-FIO-OBJ-CL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Product costing monitor","F5133","Event-Based Solution Monitor - Product Costing","Transactional","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_PED","CO-FIO-OBJ-CL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Product master","F1602","Manage Product Master","Transactional","Master Data Specialist - Product Data","S32PCE","Si","SAP_CMD_BC_PR_MAINT","LO-MD-MM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production accounting line items","F7288","Display Line Items - Production Accounting","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_PB_REP","CO-FIO-OBJ-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production confirmation fact sheet","F2265","Production Order Confirmation Object Page","Fact sheet","Production Supervisor - Discrete Manufacturing","S32PCE","Si","SAP_SCM_BC_MFG_CNF_OBJ_PGS","PP-FIO-SFC","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production confirmation fallback","CO11N","Confirm Production Order Operation","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_EXEC","PP-SFC-EXE-CON","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production cost analysis","F1780","Production Cost Analysis","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_PB_REP","CO-FIO-OBJ-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production cost overview","F6248","Production Cost Overview - Event-Based","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_REP","CO-FIO-OBJ-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production costs event-based","F4059","Analyze Production Costs - Event-Based","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_REP","CO-FIO-OBJ-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production operations","F2335","Manage Production Operations","Transactional","Production Supervisor - Discrete Manufacturing","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MNTR","PP-FIO-SFC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production order fact sheet","F2261","Production Order Object Page","Fact sheet","Production Planner","S32PCE","Si","SAP_SCM_BC_MFG_ORD_OBJ_PGS","PP-FIO-SFC","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production order fallback","CO01","Create Production Order","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-SFC","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production order fallback","CO02","Change Production Order","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-SFC","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production order fallback","CO03","Display Production Order","SAP GUI","Other","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-SFC","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production orders","F2336","Manage Production Orders","Transactional","Production Supervisor - Discrete Manufacturing","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MNTR","PP-FIO-SFC","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production supply areas","F6935","Manage Production Supply Areas","Transactional","Production Planner - Lean Manufacturing","S32PCE","Si","SAP_SCM_BC_KNBN_CTRLC_MGMT","PP-KAB-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production versions","F2568","Manage Production Versions","Transactional","Production Engineer - Discrete Manufacturing","S32PCE","No / validar","SAP_SCM_BC_PROC_ENG","PP-PEO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production versions","F6400","Process Production Versions","Transactional","Others","S32PCE","Si","SAP_SCM_BC_PROC_ENG","PP-PI-MD-PRV","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Production/process monitoring","F0266A","Monitor Production Orders or Process Orders (Version 2)","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_PLNG_INH_PRODN","PP-FIO-MRP","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
