"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0376","Record-to-Report","Bank statement exception handling","Bank, AP/AR and payment operations","TBD - validate in SAP Process Navigator / tenant","FEB_BSPROC","Reprocess Bank Statement Items - FEB_BSPROC","Other","SAP_SFIN_BC_BA_BANKSTAT","TBD","FI-BL-PT-BA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","FEB_BSPROC","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0377","Record-to-Report","Clearing by ledger group","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","FB1SL","Clear G/L Accounts - For Ledger Group","General Ledger Accountant","SAP_SFIN_BC_GL_JE_CLRING","TBD","FI-GL-GL-A","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","FB1SL","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0378","Record-to-Report","Clearing fallback","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F-03","Clear G/L Accounts","Other","Without Catalog Assignment","TBD","FI-AP-AP-B","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F-03","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0379","Record-to-Report","Correspondence","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","F0744A","Create Correspondence (Version 2)","Accounts Receivable Accountant","SAP_SFIN_BC_APAR_CORR","TBD","FI-FIO-AR-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0744A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0380","Record-to-Report","Foreign currency valuation","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","FAGL_FCV","Perform Foreign Currency Valuation","General Ledger Accountant","SAP_SFIN_BC_GL_CLOSING","TBD","FI-GL-GL-G","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","FAGL_FCV","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0381","Record-to-Report","GL master data","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F0731A","Manage G/L Account Master Data (Version 2)","General Ledger Accountant","SAP_SFIN_BC_GL_MD_COA","TBD","FI-FIO-GL-MD","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0731A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0382","Record-to-Report","Journal entry","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F0717","Manage Journal Entries","General Ledger Accountant","SAP_SFIN_BC_GL_JE_PROC","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0717","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0383","Record-to-Report","Journal entry","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F0717A","Manage Journal Entries - New Version","General Ledger Accountant","SAP_SFIN_BC_GL_JE_PROC","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0717A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0384","Record-to-Report","Journal entry","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F0718","Post General Journal Entries","General Ledger Accountant","SAP_SFIN_BC_GL_JE_PROC","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0718","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0385","Record-to-Report","Journal entry upload","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F2548","Upload General Journal Entries","General Ledger Accountant","SAP_SFIN_BC_GL_JE_PROC","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2548","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0386","Record-to-Report","Journal entry verification","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F2547A","Verify General Journal Entries - New Version","General Ledger Accountant","SAP_SFIN_BC_GL_PARKDCPRE","TBD","FI-FIO-GL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2547A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0387","Record-to-Report","Journal entry verification","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F2728","Verify Journal Entries in General Ledger - For Processor (Inbox)","General Ledger Accountant","SAP_SFIN_BC_GL_PARKDCPST","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2728","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0388","Record-to-Report","Journal entry verification","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F2729","Verify Journal Entries in General Ledger - For Processor (Outbox)","General Ledger Accountant","SAP_SFIN_BC_GL_PARKDCPST","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2729","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0389","Record-to-Report","Payment media","Bank, AP/AR and payment operations","TBD - validate in SAP Process Navigator / tenant","F1868","Manage Payment Media","Accounts Payable Accountant","SAP_SFIN_BC_AP_PAY_PROC","TBD","FI-FIO-AP-PAY","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1868","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0390","Record-to-Report","Periodic jobs","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F1927","Schedule General Ledger Jobs","General Ledger Accountant","SAP_SFIN_BC_GL_CLOSING","TBD","FI-FIO-GL-PER","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1927","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0391","Record-to-Report","Recurring postings","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F1598","Manage Recurring Journal Entries","General Ledger Accountant","SAP_SFIN_BC_GL_CLOSING","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1598","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0392","Record-to-Report","Reporting financiero","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","F0708","Balance Sheet/Income Statement","General Ledger Accountant","SAP_SFIN_BC_GL_REPORTING","TBD","FI-GL-GL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0708","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0393","Record-to-Report","Reporting financiero","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","W0097","Trial Balance Comparison","General Ledger Accountant","SAP_SFIN_BC_GL_REPORTING","TBD","FI-FIO-GL-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","W0097","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0394","Record-to-Report","Reporting financiero","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","W0161","Balance Sheet / Income Statement - Multidimensional","General Ledger Accountant","SAP_SFIN_BC_GL_REPORTING","TBD","FI-FIO-GL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","W0161","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0395","Record-to-Report","Responsibility management","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F3932","Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger","General Ledger Accountant","SAP_SFIN_BC_GL_CONTROL","TBD","FI-FIO-GL-TRA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3932","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0396","Record-to-Report","Substitution / validation","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","F4406","Manage Substitution and Validation Rules","Configuration Expert - Business Process Configuration","SAP_CA_BC_ACC_CONFIG","TBD","FI-SL-VSR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4406","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0397","Record-to-Report","Substitution / validation audit","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","F4886","Substitution/Validation Log","Configuration Expert - Business Process Configuration","SAP_TRM_BC_SUBVALLOG","TBD","FI-SL-VSR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4886","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0398","Record-to-Report","Substitution / validation audit setup","Finance analytics and compliance","TBD - validate in SAP Process Navigator / tenant","F4945","Set Substitution/Validation Logging","Configuration Expert - Business Process Configuration","SAP_CA_BC_ACC_CONFIG","TBD","FI-SL-VSR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4945","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0399","Record-to-Report","Workflow control","General Ledger Accounting and Financial Close","TBD - validate in SAP Process Navigator / tenant","F2720","Manage Workflows for Journal Entry Verification - In General Ledger","General Ledger Accountant","SAP_SFIN_BC_GL_CONTROL","TBD","FI-FIO-GL-CA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2720","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Finance R2R Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"SCI-TRACE-0400","Source-to-Pay / Procure-to-Pay","Aprobacion contratos","Sourcing, supplier management and contracts","TBD - validate in SAP Process Navigator / tenant","F0400A","My Inbox - Approve Purchase Contracts","Manager - Procurement","Without Catalog Assignment","TBD","MM-FIO-PUR-SQ-CON","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0400A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0401","Source-to-Pay / Procure-to-Pay","Aprobacion PO","Operational procurement and approvals","TBD - validate in SAP Process Navigator / tenant","F0402A","My Inbox - Approve Purchase Order","Purchasing Manager","SAP_PRC_BC_PURCHASING_MNGR","TBD","MM-FIO-PUR-PO-WFL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0402A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0402","Source-to-Pay / Procure-to-Pay","Aprobacion PR","Operational procurement and approvals","TBD - validate in SAP Process Navigator / tenant","F0401A","My Inbox - Approve Purchase Requisitions","Manager - Procurement","SAP_FND_BC_MANAGER_T","TBD","MM-FIO-PUR-REQ-SSP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0401A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0403","Source-to-Pay / Procure-to-Pay","Aprobacion SES","Goods receipt, service entry and logistics evidence","TBD - validate in SAP Process Navigator / tenant","F2446","My Inbox - Approve Service Entry Sheets","Employee - Procurement","Without Catalog Assignment","TBD","MM-FIO-SRV","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2446","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0404","Source-to-Pay / Procure-to-Pay","Blocked invoices","Invoice management and AP handoff","TBD - validate in SAP Process Navigator / tenant","MRBR","Release Blocked Invoices","Accounts Payable Accountant - Procurement","SAP_PRC_BC_INVOICER","TBD","MM-IV-LIV","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","MRBR","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
