"ProcessFamily","Source","Workshop","Subprocess","AppId","AppName","ScopeItemId","ScopeItemCandidate","ScopeItemConfidence","SAPBestPracticesValidation","TenantScopeValidation","TestScriptReference","BusinessOwner","FitGapDecision","DecisionStatus","PublicCloud2602","BusinessCatalog","Component","SourceFile"
"Plan-to-Produce","P2Produce","P2Produce lean, Kanban and supply to production","Supply to production","F4535","Plan Supply to Production","TBD - validate in SAP Process Navigator / tenant","Manufacturing planning and controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","No / validar","SAP_LE_BC_PRODN_REPLN_PLNG","LE-JIT","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce controls and analytics","Technical completion jobs","F3841","Schedule Order Technical Completion Run","TBD - validate in SAP Process Navigator / tenant","Manufacturing planning and controls","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-SFC","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce quality inspection and usage decision","Usage decision fallback","QA11","Record Usage Decision","TBD - validate in SAP Process Navigator / tenant","Quality management in production","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Quality Owner","TBD - standard first","Open","Si","SAP_QM_BC_USAGE_DECISION","QM-IM-UD","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce quality inspection and usage decision","Usage decisions","F2345","Manage Usage Decisions","TBD - validate in SAP Process Navigator / tenant","Quality management in production","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Quality Owner","TBD - standard first","Open","Si","SAP_QM_BC_USAGE_DECISION","QM-FIO-IM","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce costing and R2R handoff","WIP event-based","F3498","Work in Process - Event-Based","TBD - validate in SAP Process Navigator / tenant","Product costing and production accounting","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance / Costing Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_PRD_EB_REP","CO-FIO-OBJ-IS","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce master data, routings and capacity","Work center capacities","F5381","Mass Maintenance Of Work Center Capacities","TBD - validate in SAP Process Navigator / tenant","Manufacturing master data, routings and capacity","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","Si","SAP_SCM_BC_CFS","PP-BD-WKC","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce master data, routings and capacity","Work center capacity","F3289","Manage Work Center Capacity","TBD - validate in SAP Process Navigator / tenant","Manufacturing master data, routings and capacity","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","Si","SAP_SCM_BC_CFS","PP-CFS-CE","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce master data, routings and capacity","Work center fact sheet","F2262","Work Center Object Page","TBD - validate in SAP Process Navigator / tenant","Manufacturing master data, routings and capacity","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","Si","SAP_SCM_BC_MFG_MD_OBJ_PGS","PP-FIO-BD","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce master data, routings and capacity","Work center groups","F4044","Manage Work Center Groups","TBD - validate in SAP Process Navigator / tenant","Manufacturing master data, routings and capacity","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","Si","SAP_SCM_BC_PROC_ENG","PP-BD-WKC","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce master data, routings and capacity","Work center person responsible","F6716","My Area of Responsibility - Work Center Person Responsible","TBD - validate in SAP Process Navigator / tenant","Manufacturing master data, routings and capacity","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Manufacturing Owner","TBD - standard first","Open","Si","SAP_SCM_BC_CFS","PP-BD-WKC","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","P2Produce demand, MRP and planned orders","Work center responsibility","F5266","My Area of Responsibility - Work Center Groups","TBD - validate in SAP Process Navigator / tenant","Material requirements planning and production planning","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Planning Owner","TBD - standard first","Open","Si","SAP_SCM_BC_CFS","PP-FIO-MRP","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","AP line items","F0712","Manage Supplier Line Items","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AP_DOC_PROC","FI-FIO-AP-IS","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","AP periodic jobs","F2257","Schedule Accounts Payable Jobs","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AP_PERIOD_ACT","FI-FIO-AP-IS","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","AR dunning","F2435","My Dunning Proposals","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","AR dunning fallback","F150","Create Dunning Notices","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DUNNING","FI-AP-AP-B","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","AR line items","F0711","Manage Customer Line Items","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","AR periodic jobs","F2366","Schedule Accounts Receivable Jobs","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AR_PERIODICACT","FI-FIO-AR-IS","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Automatic payments","F0770","Manage Automatic Payments","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AP_PAY_PROC","FI-FIO-AP-PAY","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Automatic payments fallback","F110","Schedule Automatic Payments","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","No / validar","SAP_SFIN_BC_APAR_OPER","FI-AP-AP-B","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Automatic payments fallback","F110S","Schedule Automatic Payments Periodically","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","No / validar","SAP_SFIN_BC_APAR_PAYM","FI-AP-AP-B","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Bank account management","F1366A","Manage Bank Accounts","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CM_BAM_BASIC","FIN-FSCM-CLM-BAM","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Bank master / house bank","F1574A","Manage Banks - Cash Management","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_CM_BAM_BASIC","FIN-FSCM-CLM-BAM","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Bank master data","F6437","Manage Banks - Master Data","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_CA_BC_BNK","CA-BK-BNK","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Bank statement exception handling","FEB_BSPROC","Reprocess Bank Statement Items - FEB_BSPROC","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_BA_BANKSTAT","FI-BL-PT-BA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Clearing by ledger group","FB1SL","Clear G/L Accounts - For Ledger Group","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","No / validar","SAP_SFIN_BC_GL_JE_CLRING","FI-GL-GL-A","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Clearing fallback","F-03","Clear G/L Accounts","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","FI-AP-AP-B","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Correspondence","F0744A","Create Correspondence (Version 2)","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_APAR_CORR","FI-FIO-AR-IS","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Foreign currency valuation","FAGL_FCV","Perform Foreign Currency Valuation","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_CLOSING","FI-GL-GL-G","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","GL master data","F0731A","Manage G/L Account Master Data (Version 2)","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_MD_COA","FI-FIO-GL-MD","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry","F0717","Manage Journal Entries","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry","F0717A","Manage Journal Entries - New Version","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry","F0718","Post General Journal Entries","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry upload","F2548","Upload General Journal Entries","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry verification","F2547A","Verify General Journal Entries - New Version","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_PARKDCPRE","FI-FIO-GL","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry verification","F2728","Verify Journal Entries in General Ledger - For Processor (Inbox)","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_PARKDCPST","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Journal entry verification","F2729","Verify Journal Entries in General Ledger - For Processor (Outbox)","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_PARKDCPST","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R banking, payments and cash operations","Payment media","F1868","Manage Payment Media","TBD - validate in SAP Process Navigator / tenant","Bank, AP/AR and payment operations","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance AR/AP + Treasury Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_AP_PAY_PROC","FI-FIO-AP-PAY","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Periodic jobs","F1927","Schedule General Ledger Jobs","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_CLOSING","FI-FIO-GL-PER","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Recurring postings","F1598","Manage Recurring Journal Entries","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_CLOSING","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Reporting financiero","F0708","Balance Sheet/Income Statement","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_REPORTING","FI-GL-GL","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Reporting financiero","W0097","Trial Balance Comparison","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_REPORTING","FI-FIO-GL-IS","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Reporting financiero","W0161","Balance Sheet / Income Statement - Multidimensional","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_REPORTING","FI-FIO-GL","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Responsibility management","F3932","Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_CONTROL","FI-FIO-GL-TRA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Substitution / validation","F4406","Manage Substitution and Validation Rules","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_CA_BC_ACC_CONFIG","FI-SL-VSR","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Substitution / validation audit","F4886","Substitution/Validation Log","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_TRM_BC_SUBVALLOG","FI-SL-VSR","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R reporting, analytics and compliance","Substitution / validation audit setup","F4945","Set Substitution/Validation Logging","TBD - validate in SAP Process Navigator / tenant","Finance analytics and compliance","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_CA_BC_ACC_CONFIG","FI-SL-VSR","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","R2R general ledger, close and controls","Workflow control","F2720","Manage Workflows for Journal Entry Verification - In General Ledger","TBD - validate in SAP Process Navigator / tenant","General Ledger Accounting and Financial Close","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Finance R2R Owner","TBD - standard first","Open","Si","SAP_SFIN_BC_GL_CONTROL","FI-FIO-GL-CA","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","S2P sourcing, contracts and source determination","Aprobacion contratos","F0400A","My Inbox - Approve Purchase Contracts","TBD - validate in SAP Process Navigator / tenant","Sourcing, supplier management and contracts","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Procurement Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","MM-FIO-PUR-SQ-CON","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","P2P requisition, purchase order and approvals","Aprobacion PO","F0402A","My Inbox - Approve Purchase Order","TBD - validate in SAP Process Navigator / tenant","Operational procurement and approvals","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Procurement Owner","TBD - standard first","Open","Si","SAP_PRC_BC_PURCHASING_MNGR","MM-FIO-PUR-PO-WFL","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","P2P requisition, purchase order and approvals","Aprobacion PR","F0401A","My Inbox - Approve Purchase Requisitions","TBD - validate in SAP Process Navigator / tenant","Operational procurement and approvals","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Procurement Owner","TBD - standard first","Open","Si","SAP_FND_BC_MANAGER_T","MM-FIO-PUR-REQ-SSP","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
